M_g6p_c[c],0.969669151,0.119787719
M_fdp_c[c],1.705557937,0.247251705
M_g3p_c[c],5.188477055,1.037780001
M_pep_c[c],4.457419639,2.495235043
M_lac_L_c[c],2.14897219,0.991754456
M_gln_L_i[c],1.527649195,0.477393421
M_glu_L_m[c],1.300615576,0.133853767
