M_g6p_c[c],1.440906313,0.109070002
M_fdp_c[c],0.955940165,0.187542467
M_g3p_c[c],4.908305211,0.621305007
M_pep_c[c],1.835936151,1.05382525
M_lac_L_c[c],2.731640126,0.523392678
M_gln_L_i[c],2.019565157,0.183892967
M_glu_L_m[c],1.423277009,0.106087967
