M_g6p_c[c],1.636374416,0.203465019
M_fdp_c[c],1.036960738,0.454265631
M_g3p_c[c],3.790802454,0.866351635
M_pep_c[c],1.553142464,0.583961227
M_lac_L_c[c],2.369999891,0.897118447
M_gln_L_i[c],2.103882611,0.586225899
M_glu_L_m[c],1.651628289,0.992531628
